
201	120	1
201	122	1
201	140	2
201	142	1
201	147	1
202	142	1
202	146	2
202	147	2
203	125	1
203	142	2
203	143	2
203	147	2
204	138	1
204	140	2
204	140	3
204	141	1
204	143	1
204	144	1
205	125	1
205	141	2
205	143	1
205	144	3
205	147	4
206	125	1
206	140	2
206	141	3
206	142	3
206	147	2
207	122	1
207	126	1
207	140	2
207	141	3
207	143	1
208	118	1
208	125	2
208	141	3
208	141	1
208	146	1
209	121	1
209	140	2
209	144	3
209	147	3
210	125	1
210	137	2
210	144	3
210	147	1
211	121	1
211	122	1
211	140	2
211	142	3
211	147	4
212	121	1
212	122	1
212	126	1
212	140	1
212	140	2
212	141	3
212	143	3
213	141	1
213	142	1
213	147	3
214	142	1
214	143	2
214	147	3
215	125	1
215	141	2
215	142	3
216	146	1
216	147	2
217	141	1
217	142	1
218	118	1
218	141	2
218	146	3
218	147	4
219	121	1
219	141	1
220	125	1
220	142	2
221	127	1
221	131	2
221	142	2
221	142	2
221	142	3
221	144	2
221	145	2
221	149	2
222	117	1
222	118	2
222	129	1
222	130	1
222	140	1
222	144	1
223	127	1
223	143	2
224	119	3
224	128	4
224	130	4
224	139	4
224	143	4
224	145	4
224	148	4
224	150	2
225	118	1
225	120	2
225	124	3
225	128	2
225	142	2
225	145	4
225	149	2
226	120	1
226	124	1
226	142	1
226	143	1
226	145	1
226	149	1
227	117	1
227	124	2
227	130	3
227	143	4
227	145	1
227	148	2
227	150	3
228	119	1
228	128	2
228	139	4
228	143	2
228	145	2
228	150	1
229	117	1
229	117	2
229	118	2
229	129	3
229	144	4
230	122	1
230	143	2
231	119	2
231	122	1
231	128	3
231	139	4
231	143	4
231	145	4
231	148	4
232	125	1
232	143	2
232	144	1
232	145	2
232	148	2
233	119	1
233	128	2
233	130	3
233	139	4
233	143	1
233	145	2
233	148	3
233	150	4
234	119	2
234	122	3
234	124	3
234	130	4
234	131	3
234	131	3
234	149	3
235	125	1
235	130	2
235	143	3
235	144	4
235	145	2
235	148	1
236	120	1
236	124	1
236	125	2
236	126	3
236	127	4
236	131	2
236	148	1
237	114	4
237	115	2
237	117	3
237	141	1
238	115	3
238	116	2
238	126	3
238	127	1
238	129	3
239	114	1
239	114	1
239	115	1
239	115	4
239	116	2
239	120	3
239	138	1
240	114	1
240	116	2
240	118	3
240	123	1
240	128	1
240	131	1
241	114	3
241	123	2
241	128	4
241	131	1
242	115	4
242	123	2
242	126	3
242	129	4
242	131	1
243	114	1
243	115	1
243	116	2
243	117	1
243	122	1
243	127	1
243	138	1
243	138	1
244	114	1
244	116	2
244	117	1
244	120	2
244	122	1
244	128	1
244	131	3
245	115	2
245	115	3
245	123	2
245	126	4
245	129	1
245	129	3
245	131	1
246	114	2
246	115	1
246	117	1
246	122	4
246	127	3
246	138	2
247	114	3
247	115	2
247	123	1
247	126	1
247	139	4
248	116	3
248	117	1
248	138	2
248	140	4
249	116	3
249	117	1
249	126	3
249	138	2
250	114	3
250	115	2
250	123	1
250	123	2
250	126	1
250	128	1
250	129	2
250	139	4
